value_source_id,source_location,row_or_bucket_id,row_or_bucket_label,value,unit,financial_class,failure_unit_id,applicable_pathway_ids,role_in_loss,include_in_direct_denominator,allocation_rule,double_count_guardrail,status,notes
NREL_CWER_2024,"docs/method/value_basis/solar_wind_value_breakdown.xlsx::Wind_Map!18",WIND_VALUE_018_CONTINGENCY,Contingency,54,2023_USD_per_kW,excluded_soft_sunk_nonphysical,OUTSIDE_PHYSICAL_CELL,hail_impact,excluded,false,"Exclude; any claims contingency needs a separate valuation rule.","Do not use as curve uncertainty or support automatically.",excluded,"Includes insurance, permitting, bonding and markup."
NREL_CWER_2024,"docs/method/value_basis/solar_wind_value_breakdown.xlsx::Wind_Map!19",WIND_VALUE_019_WARRANTY,Wind turbine warranty,130,2023_USD_per_kW,excluded_soft_sunk_nonphysical,OUTSIDE_PHYSICAL_CELL,hail_impact,excluded,false,"Exclude from physical destruction.","Warranty value is not replacement damage.",excluded,"Source soft-cost row."
SUMMARY,"Wind_Map!2",BLADE_REFERENCE_TOTAL,Blade hardware reference,282,2023_USD_per_kW,reconciliation,WT_BLADE_ASSEMBLY,hail_impact,direct_vulnerable_value,true,"Candidate same-blade denominator only; site/OEM override required.","Reference value is not coating value, DR cap or exposure share.",mapped_no_curve,"17.375231% of physical and 14.329268% of installed reference."
SUMMARY,"Wind_Map!3:9",OTHER_TURBINE_EQUIPMENT_TOTAL,Other turbine equipment,808,2023_USD_per_kW,reconciliation,"WT_NACELLE_EXPOSED_ASSEMBLY|WT_TOWER_AND_EXTERNAL_FIXTURES",hail_impact,split_required,false,"Keep explicit and withheld until subject-specific exposure/response/value splits exist.","Do not pool into blade or whole-turbine hail DR.",withheld,"1090 turbine equipment minus 282 blades."
SUMMARY,"Wind_Map!2:9",TURBINE_EQUIPMENT_TOTAL,Turbine equipment total,1090,2023_USD_per_kW,reconciliation,MULTIPLE_WITHHELD_UNITS,hail_impact,reference,false,"Repeated turbine-equipment reference only.","No pooled turbine DR may bypass blade/non-blade splits.",reconciled,"Blade plus other turbine equipment."
SUMMARY,"Wind_Map!10:12",WITHHELD_DIRECT_OTHER_TOTAL,Foundation plus civil plus external electrical,239,2023_USD_per_kW,reconciliation,MULTIPLE_WITHHELD_UNITS,hail_impact,split_required,false,"Retain as unknown direct coverage with subject-specific geometry.","Do not treat withheld as zero or inherit blade DR.",withheld,"Foundation 120 + civil 47 + electrical 72."
SUMMARY,"Wind_Map!13:14",SUPPORT_TOTAL,Fieldwork plus transport/logistics,294,2023_USD_per_kW,reconciliation,SUPPORT_ONCE,hail_impact,support_once,false,"Allocate once only after direct damaged units and dispositions are known.","Do not give support its own DR or scale twice.",mapped_support_rule_open,"No default proportional rule authorized."
SUMMARY,"Wind_Map!2:14",PHYSICAL_REFERENCE_TOTAL,Physical replaceable reference basis,1623,2023_USD_per_kW,reconciliation,REFERENCE_DENOMINATOR_ONLY,hail_impact,reference,false,"1090 turbine equipment + 239 other direct + 294 support.","No pooled physical-base DR may bypass unit/exposure/support rules.",reconciled,"Physical-to-installed ratio 0.824695121951."
SUMMARY,"Wind_Map!15:19",EXCLUDED_TOTAL,Sunk/soft/nonphysical excluded,345,2023_USD_per_kW,reconciliation,OUTSIDE_PHYSICAL_CELL,hail_impact,excluded,false,"36 + 14 + 111 + 54 + 130.","Do not reintroduce through damage or support scaling.",reconciled,"Installed = physical + excluded."
SUMMARY,"Wind_Map!2:19",INSTALLED_REFERENCE_TOTAL,Installed CAPEX reference basis,1968,2023_USD_per_kW,reconciliation,REFERENCE_REPORTING_DENOMINATOR,hail_impact,reference,false,"Reference denominator only; no scenario loss in model v0.1.","No implicit full-TIV curve or loss is published.",reconciled,"Not a site appraisal."
