claim_id,pathway_id,claim_text,claim_type,source_ids,exact_locator,evidence_tier,parameter_or_rule,adoption_status,permitted_inference,prohibited_inference,reasoning,update_trigger
"WW-C015","all_wildfire","The repeated turbine is one dependency-safe failure-unit assembly while pad, collection, GSU, controls, foundation, and civil subjects remain separate units.","governance_decision","WW-S008;WW-S016;NREL_CWER_2024;GOVERNANCE_CONTRACT","asset anatomy, value rows, and failure-unit rules","T4_placeholder_or_expert_judgment","twelve_failure_unit_design","adopt","Use the exact 12 IDs and charge direct value once under mutually exclusive or nested states.","Duplicate a shared system under every turbine or sum overlapping terminal turbine states.","The split changes replacement scope, dependency, spatial exposure, value, and evidence grain.","A reviewed anatomy/value revision changes a unit boundary."
"WW-C016","all_wildfire","The GSU substation requires separate main-transformer, switchgear/bus, protection-control/DC, and cable-termination units even though the source value row remains unresolved.","governance_decision","WW-S008;WW-S010;GOVERNANCE_CONTRACT","substation anatomy, disposition categories, and shared-component rules","T4_placeholder_or_expert_judgment","GSU_failure_unit_split","adopt","Bind each apparatus unit once to the shared yard and keep its value unknown until a site BOM/SOV split exists.","Treat the GSU as another turbine, duplicate it per resource unit, or allocate the aggregate 72 USD/kW row without a method.","Failure mode, replacement scope, protection, location, and inspection endpoint differ across apparatus.","A site BOM/SOV and source-backed response permit a reviewed regrouping."
"WW-C017","all_wildfire","Exposure must bind actual turbine points/rotor volumes, pad points, collection lines, a shared GSU yard, control/building subjects, and civil networks at their natural spatial grain.","governance_decision","WW-S009;GOVERNANCE_CONTRACT","site subjects and spatial-exposure rules","T4_placeholder_or_expert_judgment","subject_grain_exposure","adopt","Intersect each failure-unit subject with a compatible local-attack or exposure representation.","Broadcast one site/lease exposure value to all hardware or use one geometry for different roles.","Points, lines, yards, buildings, civil networks, and lease boundaries are not interchangeable.","Exact site geometries and a governed coupling method are supplied."
"WW-C018","all_wildfire","A lease, permitted, or development polygon is not a physical equipment footprint or full-value exposure envelope.","governance_decision","WW-S009;GOVERNANCE_CONTRACT","site-boundary and exposure-grain rules","T4_placeholder_or_expert_judgment","lease_polygon_full_exposure=prohibited","adopt","Retain each geometry with its explicit role and use actual equipment/network geometry for loss.","Treat every physical value bucket as touched because wildfire intersects the lease.","The legal/development envelope contains large non-hardware areas and distinct asset locations.","Never, absent evidence that exact physical subjects and values coincide with that geometry."
"WW-C019","all_shared","The NREL CWER ledger is reference value anatomy only and supplies no wildfire response, site exposure, or site appraisal.","direct_observation","WW-S015;NREL_CWER_2024","Wind_Map rows 2:19 and report p.28","T2_public_lab_standard_or_physics","value_reference_only","adopt_with_limits","Reconcile turbine, other physical, support, excluded, and installed reference values.","Use a value share as a vulnerability cap, exposure fraction, site SOV, or loss estimate.","Value and vulnerability are separate objects and the source is a national reference archetype.","CWER changes or a site ledger supersedes it."
"WW-C020","all_shared","The 72 USD/kW electrical reference row cannot be allocated across pad, collection, GSU apparatus, and control/met/O&M without a site-specific method.","governance_decision","NREL_CWER_2024;GOVERNANCE_CONTRACT","Wind_Map row 12 and value-allocation rules","T4_placeholder_or_expert_judgment","electrical_value_split_required","adopt","Keep all seven mapped electrical failure units visible with withheld unit values.","Use 72 USD/kW for each unit, call it the GSU value, or split evenly.","The source row is aggregate and does not preserve equipment ownership or replacement grain.","A reviewed site BOM/SOV or documented allocation arrives."
"WW-C021","all_shared","Fieldwork and transport/logistics are allocated once after final direct damaged units and disposition are known.","governance_decision","NREL_CWER_2024;GOVERNANCE_CONTRACT","Wind_Map rows 13-14 and support-once rule","T4_placeholder_or_expert_judgment","support_once_rule","adopt","Keep intrinsic unit DR separate from reinstatement/support allocation.","Give support an independent wildfire DR and also scale it with direct loss.","Independent and proportional charging would duplicate cost.","Claims/site evidence qualifies a non-duplicative allocation rule."
"WW-C022","wildfire_thermal_attack","Foundation response is withheld, not set to numerical zero, while material, surface/anchor/seal exposure, and local dose remain unresolved.","governance_decision","GOVERNANCE_CONTRACT;NREL_CWER_2024","withhold-not-caveat rule and Wind_Map row 10","T4_placeholder_or_expert_judgment","foundation_no_false_zero","adopt","Retain the foundation unit and geometry/material review state.","Call buried or noncombustible construction immune or import post-fire erosion/scour into thermal attack.","Missing evidence and weak expected mechanism are not a validated zero response.","A reviewed near-zero or nonzero study at the correct endpoint passes."
"WW-C023","all_wildfire","The wildfire_solar package may contribute shared FSim semantics and governance vocabulary but not solar response ordinates, weights, caps, or value shares.","governance_decision","WW-S018;GOVERNANCE_CONTRACT","neighboring-cell scope and transfer controls","T3_engineering_proxy_or_adjacent_empirical","solar_response_transfer=prohibited","adopt","Reuse source discovery and source-hazard semantics after independent registration.","Copy the solar screening table because the hazard is wildfire.","Target construction, local attack, failure units, state definitions, and values differ.","An exact cross-asset transfer study and governed decision pass."
"WW-C024","all_wildfire","The legacy rotor, nacelle, and tower logistics are rejected from runtime and candidate parameter use.","legacy_audit","WW-S017","legacy research sections 2-9 and master-curve entries","T4_placeholder_or_expert_judgment","legacy_curve_rejection","reject","Use only as negative regression, source-discovery, and migration-warning material.","Reuse fixed 10 m flux conversion, height attenuation, curve form, thresholds, caps, or ordinates.","The chain is expert-judgment logistics with wrong-direction/internal-fire cases, unsupported converters, and omitted BOP.","No trigger; replace with a newly governed evidence chain."
"WW-C025","all_wildfire","No public matched exogenous local-demand to inspected disposition to same-unit direct-cost chain was located within the bounded review.","bounded_negative_evidence","BOUNDED_SEARCH_LOG","search surfaces, qualification tests, and results by missing link","T3_engineering_proxy_or_adjacent_empirical","NO_RUNTIME_CURVE","adopt_with_limits","Support fail-closed model v0.1 and prioritize data acquisition.","Claim universal absence or convert adjacent/internal-fire evidence into calibration.","The negative finding is limited to the recorded languages, surfaces, access, and cutoff.","A qualifying dataset, owner record, or governed elicitation is reviewed."
"WW-C026","all_wildfire","Model v0.1 publishes zero curves and withholds failure-unit DR, scenario loss, EAL, PML, VaR, and TVaR with NO_RUNTIME_CURVE.","governance_decision","GOVERNANCE_CONTRACT;BOUNDED_SEARCH_LOG","fail-closed capability and negative-evidence records","T4_placeholder_or_expert_judgment","runtime_curve_count=0","adopt","Validate identities and metadata while emitting stable null/withheld results.","Emit a caveated, borrowed, or provisional numerical response.","No pathway/failure-unit chain passed demand, response, consequence, exposure, and value gates.","A reviewed model-v1.0 release and consumer migration complete."
"WW-C027","all_wildfire","A future screening-grade curve still requires an explicit Tier-4 business decision, bounded elicitation, transparent uncertainty, and release review.","governance_decision","GOVERNANCE_CONTRACT","evidence-tier, release, and screening-grade rules","T4_placeholder_or_expert_judgment","screening_model_governance","adopt","Develop a clearly labeled screening candidate if coverage need justifies the tradeoff.","Treat workflow completion or expert judgment as automatic v1 promotion.","Coverage priority does not remove provenance, uncertainty, or release gates.","A named decision owner approves a governed screening specification."
"WW-C028","all_wildfire","Unknown vegetation, clearance, fire-protection, shutdown, de-energization, suppression, access, or water state receives no favorable numerical credit.","governance_decision","WW-S011;WW-S012;WW-S013;WW-S014;GOVERNANCE_CONTRACT","control-source and missing-state rules","T4_placeholder_or_expert_judgment","unknown_control_no_credit","adopt","Capture unknown explicitly and withhold any dependent response.","Default to compliant/protected or apply a generic worst-case multiplier.","Neither efficacy nor an appropriate numerical default is calibrated.","A reviewed default policy and calibrated state effect pass."
"WW-C029","all_shared","Fieldwork and transport/logistics are support records, not physical failure units with intrinsic wildfire DR.","governance_decision","NREL_CWER_2024;GOVERNANCE_CONTRACT","Wind_Map rows 13-14 and unit/value standards","T4_placeholder_or_expert_judgment","support_not_intrinsic_DR","adopt","Reference support records after direct disposition and allocate once.","Expose support to wildfire as hardware or report a support damage curve.","They represent reinstatement/logistics services rather than destroyed physical subjects.","A future contract deliberately defines a separate physical support asset."
"WW-C030","wildfire_residue_destructive_contamination","Generic smoke, soot, or ash exposure without destructive inspected evidence does not qualify physical DR, and business interruption or derating is outside the curve.","governance_decision","WW-S010;GOVERNANCE_CONTRACT","NEMA residue discussion and physical-destruction scope","T4_placeholder_or_expert_judgment","residue_and_disruption_exclusion","adopt","Route ordinary cleaning/monitoring to a separate service process and BI/derating to downstream disruption.","Charge generic contamination, outage, loss of telemetry, or lost generation as direct destruction.","The damage ordinate is repair/replacement cost divided by replacement value for physical destruction only.","A destructive equipment-specific residue disposition/cost chain passes."
